収録順,上位銘柄コード,商品コード,銘柄名,色名,MS番号,L,a,b,光沢感,主観の色分類
4,3026900,661819,タントボード-F,Y-6,A-2-2,94.21,1.01,17.59,None,ナチュラル
5,3026900,661793,タントボード-F,P-50,A-2-2,89.7,7.94,8.16,None,ピンク
6,3026900,661744,タントボード-F,L-71,A-2-2,69.12,2.75,-16.24,None,紫
7,3026900,661710,タントボード-F,C-68,A-2-2,89.79,-10.62,-4.75,None,青
8,3026900,661702,タントボード-F,C-62,A-2-2,93.55,-15.1,31.6,None,緑
9,3026900,661785,タントボード-F,N-55,A-2-2,64.48,47.28,54.67,None,オレンジ
10,3026900,661777,タントボード-F,N-52,A-2-2,42.05,45.38,18.79,None,赤
11,3026900,661736,タントボード-F,H-70,A-2-2,33.56,-3.26,-16.77,None,青
12,3026900,661728,タントボード-F,H-61,A-2-2,48.5,-3.59,25.12,None,緑
1,,667246,マーメイド-FS,フロスティホワイト,A-3,93.56,2.89,-14.71,None,高白色
2,,649533,マーメイド-FS,スノーホワイト,A-3,98.76,2.15,-7.69,None,高白色
3,,649483,マーメイド-FS,絹,A-3,97.66,0.44,1.21,None,白
4,,667238,マーメイド-FS,白,A-3,96.01,0.56,10.59,None,ナチュラル
5,,667253,マーメイド-FS,ナチュラル,A-3,94.39,0.22,14.22,None,ナチュラル
6,,645754,マーメイド-FS,ミストグレー,A-3,85,-1.37,0.1,None,グレー
7,,666875,マーメイド-FS,ライトグレー（旧：グレー6）,A-3,79.16,-0.48,2.82,None,グレー
8,,645721,マーメイド-FS,ミドルグレー,A-3,63.98,-1.58,-0.87,None,グレー
9,,666974,マーメイド-FS,チャコールグレー,A-3,44.48,-0.44,0.74,None,グレー
10,,666669,マーメイド-FS,黒,A-3,24.47,0.22,0.32,None,黒
11,,666867,マーメイド-FS,グレージュ（旧：銀鼠）,A-3,74.43,-0.91,7.49,None,グレー
12,,666933,マーメイド-FS,カフェラテ,A-3,71.23,3.21,13.57,None,茶
13,,645788,マーメイド-FS,ブルークラウド,A-3,71.41,-4.19,-3.97,None,青
14,,646471,マーメイド-FS,ネオ・ピンク,A-3,80.81,60.76,-1.96,None,ピンク
15,3000900,646539,マーメイド-FS,ネオ・フラミンゴ,A-3,81.67,56.36,28.53,None,ピンク
16,3000900,646505,マーメイド-FS,ネオ・シトロン,A-3,88.32,-14.79,70.48,None,緑
17,,666909,マーメイド-FS,ペタルピンク,A-3,91.58,5.42,2.81,None,ピンク
18,3000900,645630,マーメイド-FS,パウダーブルー,A-3,87.4,-5.63,-3.63,None,青
19,3000900,645663,マーメイド-FS,レースラベンダー（改：しろ藤）,A-3,87.28,0.98,-2,None,紫
20,,647784,マーメイド-FS,桜,A-3,88.89,11.98,12.87,None,ピンク
21,,645564,マーメイド-FS,ペールピーチ（改：象牙）,A-3,87.02,4.26,18.19,None,茶
22,,666735,マーメイド-FS,玉子,A-3,91.25,2.29,27.9,None,黄色
23,,647800,マーメイド-FS,しろ黄,A-3,96.26,-3.18,23.93,None,黄色
24,,647933,マーメイド-FS,若草,A-3,90.44,-15.76,34.18,None,緑
25,3000900,647891,マーメイド-FS,メロン,A-3,88.97,-8.79,14.85,None,緑
26,,666768,マーメイド-FS,みずいろ,A-3,88.75,-10.21,2.27,None,青
27,,647743,マーメイド-FS,アイス,A-3,87.66,-12.07,-6.26,None,青
28,,647818,マーメイド-FS,すみれ,A-3,83.43,4.88,-2.92,None,紫
29,3000900,646059,マーメイド-FS,ローズ,A-3,76.34,30.3,-0.56,None,ピンク
30,3000900,646083,マーメイド-FS,コーラル,A-3,78.1,28.18,7.59,None,ピンク
31,,647925,マーメイド-FS,レモン,A-3,93.21,-13.3,47,None,黄色
32,,666792,マーメイド-FS,もえぎ,A-3,84.99,-19.25,52.37,None,緑
33,,667006,マーメイド-FS,ミント,A-3,83.97,-17.8,-1.26,None,青
34,,666719,マーメイド-FS,空,A-3,71.43,-6.39,-19.29,None,青
35,,647966,マーメイド-FS,ライラック（旧：うす藤）,A-3,73.63,9.66,-11.94,None,紫
36,,646141,マーメイド-FS,コスモス,A-3,62.51,43.25,-7.36,None,ピンク
37,,647750,マーメイド-FS,赤,A-3,44.55,50.98,21.7,None,赤
38,3000900,647792,マーメイド-FS,朱,A-3,57.62,52.07,40.28,None,オレンジ
39,3000900,647834,マーメイド-FS,橙,A-3,63.23,41.98,52.56,None,オレンジ
40,,647768,マーメイド-FS,黄色,A-3,84.4,9.69,66.88,None,黄色
41,,666750,マーメイド-FS,ひまわり,A-3,90.08,-3.96,76.16,None,黄色
42,,647941,マーメイド-FS,若緑,A-3,75.17,-37.24,43.09,None,緑
43,,647883,マーメイド-FS,緑,A-3,56.19,-35.22,17.75,None,緑
44,,667022,マーメイド-FS,ターコイズ,A-3,64.97,-37.83,-3.64,None,青
45,3000900,647990,マーメイド-FS,雫（旧：つゆ）,A-3,72.85,-22.67,-18.83,None,青
46,,647917,マーメイド-FS,るり,A-3,61.71,-26.77,-26.06,None,青
47,,646208,マーメイド-FS,海,A-3,47.53,-10.48,-31.93,None,青
48,,646232,マーメイド-FS,紺（改：あい）,A-3,39.24,3.4,-27.91,None,青
49,,646356,マーメイド-FS,祝い紅,A-3,37.07,39.85,14.01,None,赤
50,3000900,646380,マーメイド-FS,ダークサファリ,A-3,39.24,-1.54,9.89,None,緑
51,,667105,マーメイド-FS,深海,A-3,31.24,2.6,-16.86,None,青
52,,667113,マーメイド-FS,ロイヤルバイオレット,A-3,31.67,7.37,-16.61,None,紫
53,,646299,マーメイド-FS,サフラン,A-3,63.1,13.71,45.38,None,茶
54,3000900,646265,マーメイド-FS,カクタス,A-3,50.01,-20.76,21.92,None,緑
55,3000900,646323,マーメイド-FS,インディゴ,A-3,38.75,-3.49,-18.99,None,青
56,,666842,マーメイド-FS,エクリュ（旧：うす茶）,A-3,83.94,2.72,13.31,None,茶
57,,667154,マーメイド-FS,ヘーゼル（改：白茶）,A-3,77.47,7.01,21.78,None,茶
58,,647859,マーメイド-FS,ひはだ,A-3,47.39,7.1,15.76,None,茶
59,3000900,646596,マーメイド-FS,ショコラ,A-3,37.67,12.23,6.12,None,茶
60,3000900,646620,マーメイド-FS,コーヒービーンズ,A-3,32.88,10.4,7.23,None,茶
1,3399900,256420,色上質,白,A-4,94.4,2.78,-13.82,None,高白色
2,3399900,256271,色上質,銀鼠,A-4,75.38,-1.19,2.42,None,グレー
3,3399900,256438,色上質,黒,A-4,26.55,0.28,0.82,None,黒
4,3399900,256289,色上質,白茶,A-4,79.37,6.75,29.47,None,黄色
5,3399900,256446,色上質,レモン,A-4,91.94,0.33,23.49,None,黄色
6,3399900,256412,色上質,アイボリー,A-4,90.29,3.5,14.68,None,オレンジ
7,3399900,256404,色上質,さくら,A-4,90.12,8.02,6.72,None,ピンク
8,3399900,302968,色上質,ラベンダー,A-4,89.2,3.27,-1.48,None,紫
9,3399900,367946,色上質,あじさい,A-4,86.67,-2.57,-4.49,None,青
10,3399900,256347,色上質,うす水,A-4,86.01,-4.24,4.3,None,青
11,3399900,256453,色上質,若草,A-4,90.58,-11.47,19.13,None,緑
12,3399900,256214,色上質,クリーム,A-4,86.22,2.14,36.14,None,黄色
13,3399900,447680,色上質,やまぶき,A-4,94.92,-8.13,63.58,None,黄色
14,,256339,色上質,肌,A-4,86.09,6.08,20.55,None,オレンジ
15,3399900,368084,色上質,びわ,A-4,85.76,14.65,25.63,None,オレンジ
16,3399900,256388,色上質,サーモン,A-4,76.26,28.35,17.23,None,ピンク
17,3399900,256230,色上質,桃,A-4,81.88,18.92,6.03,None,ピンク
18,3399900,303107,色上質,コスモス,A-4,87.23,15.04,1.32,None,ピンク
19,3399900,256255,色上質,藤,A-4,82.86,2.11,-3.23,None,紫
20,3399900,256354,色上質,空,A-4,81.09,-12.02,-10.88,None,青
21,3399900,256461,色上質,水,A-4,86.55,-9.32,-5.91,None,青
22,3399900,256222,色上質,浅黄,A-4,85.8,-12.23,3.39,None,青
23,3399900,256248,色上質,鶯,A-4,82.7,-15.55,26.32,None,緑
24,3399900,256362,色上質,もえぎ,A-4,83.43,-10.04,45.57,None,緑
25,3399900,256313,色上質,黄,A-4,84.78,-4.27,64.12,None,黄色
26,3399900,256263,色上質,濃クリーム,A-4,82.59,5.36,55.92,None,黄色
27,3399900,256305,色上質,オレンジ,A-4,74.6,27.97,46.23,None,オレンジ
28,3399900,447706,色上質,アマリリス,A-4,71.98,40.59,35.23,None,オレンジ
29,3399900,256321,色上質,赤,A-4,54.53,48.92,15.93,None,赤
30,,447698,色上質,りんどう,A-4,75,11.17,-13.92,None,紫
31,3399900,256297,色上質,ブルー,A-4,68,-12.63,-18.19,None,青
32,3399900,256370,色上質,若竹,A-4,74.52,-34.59,21.78,None,緑
33,3399900,256396,色上質,みどり,A-4,77.14,-23.18,48.07,None,緑
1,5210000,19869,コニーラップ,ホワイト,A-5,94.6,0.62,4.14,None,白
2,3100100,38919,コニーラップ,シルバー,A-5,84.99,-0.54,13.42,None,グレー
3,3100100,38984,コニーラップ,グレー,A-5,72.34,-1.52,10.49,None,グレー
4,3100100,39065,コニーラップ,ブラック,A-5,26.53,0.18,0.98,None,黒
5,3100100,39016,コニーラップ,クリーム,A-5,89.52,3.34,39.52,None,黄色
6,,38950,コニーラップ,スカイ,A-5,86.1,-1.34,-0.79,None,グレー
7,3100100,39008,コニーラップ,みずいろ,A-5,90.52,-11.19,5.08,None,青
8,3100100,38935,コニーラップ,うぐいす,A-5,88.48,-14.71,25.96,None,緑
9,3100100,39024,コニーラップ,イエロー,A-5,84.82,7.63,71.24,None,黄色
10,3100100,38927,コニーラップ,オレンジ,A-5,77.02,29.95,52.63,None,オレンジ
11,3100100,39081,コニーラップ,ブルー,A-5,63.15,-19.66,-29.85,None,青
12,3100100,38968,コニーラップ,グリーン,A-5,74.33,-22.74,44.87,None,緑
13,3100100,39107,アペリオ,スノー,A-5,96.52,2.21,-6.24,None,高白色
14,,219592,アペリオ,クリーム,A-5,94.33,-0.9,17.12,None,ナチュラル
15,,219485,NBファイバー,白,A-5,95,0.69,14.85,None,ナチュラル
16,5210000,19885,NBファイバー,鼠,A-5,75.89,-0.47,8.4,None,グレー
17,5210000,19919,NBファイバー,濃鼠,A-5,56.29,1.1,1.02,None,グレー
18,5210000,19901,NBファイバー,玉子,A-5,90.22,4.4,36.43,None,黄色
19,5210000,19935,NBファイバー,白茶,A-5,72.89,10.01,20.86,None,茶
20,5210000,19984,NBファイバー,あさぎ,A-5,83.4,-6.39,16.12,None,緑
21,5210000,19992,NBファイバー,黄色,A-5,88.37,1.38,74.82,None,黄色
22,5210000,19927,NBファイバー,濃クリーム,A-5,82.5,12.07,56.34,None,黄色
23,5210000,19877,NBファイバー,こがね,A-5,74.37,18.95,60.09,None,オレンジ
24,5210000,19968,NBファイバー,空,A-5,69.18,-30.81,-14.32,None,青
25,5210000,19893,NBファイバー,青竹,A-5,70.8,-15.57,22.04,None,緑
26,5210000,20008,NBファイバー,栗,A-5,69.05,13.51,49.05,None,オレンジ
1,3714200,565515,アストロブライト-ＦＳ,レモン,A-6,97.18,-21.13,77.24,None,黄色
2,3714200,565523,アストロブライト-ＦＳ,オレンジ,A-6,80.39,47.41,65.7,None,オレンジ
3,3714200,565556,アストロブライト-ＦＳ,ライトピンク,A-6,78.49,62.89,-5.33,None,ピンク
4,3714200,565549,アストロブライト-ＦＳ,ストロングピンク,A-6,68.67,69.06,7.36,None,ピンク
5,3714200,565531,アストロブライト-ＦＳ,コーラルレッド,A-6,67.32,65.49,26.67,None,ピンク
6,3714200,565564,アストロブライト-ＦＳ,グリーン,A-6,84.58,-45.4,52.31,None,緑
7,,361030,竹あやGA,きなり,A-6,93.53,1.53,12.35,None,ナチュラル
8,,361089,竹あやGA,ひわ,A-6,84.2,-3.23,23.46,None,緑
9,,361055,竹あやGA,ときわ,A-6,40.43,-8.02,6.61,None,緑
10,,361097,竹あやGA,みるあい,A-6,41.4,-12.32,-1.91,None,緑
11,3203200,488585,ハーフエア,コットン,A-6,94.84,0.72,2.66,None,白
12,3203200,488593,ハーフエア,ヘンプ,A-6,92.74,0.95,10.58,None,ナチュラル
13,3203200,488601,ハーフエア,コルク,A-6,88.64,1.91,14.17,None,茶
14,3203200,516161,ハーフエア,アッシュ,A-6,64.73,0.07,5.84,None,グレー
15,3203200,516195,ハーフエア,チャコール,A-6,34.14,0.61,1.41,None,グレー
1,3021500,412189,里紙,白,A-7-1,94.32,1.88,2.5,None,白
2,3021500,356147,里紙,雪,A-7-1,88.48,1.67,2.19,None,グレー
3,3021500,356162,里紙,うす鼠,A-7-1,77.42,0.33,9.21,None,グレー
4,3021500,356154,里紙,銀,A-7-1,70.11,0.3,8.94,None,グレー
5,3021500,356204,里紙,灰,A-7-1,61.15,-0.84,5.78,None,グレー
6,3021500,356287,里紙,鼠,A-7-1,48.23,-0.71,4.79,None,グレー
7,3021500,356428,里紙,すみ,A-7-1,34.2,0.2,2.02,None,グレー
8,3021500,356196,里紙,こうぞ,A-7-1,72.31,5.46,19.44,None,茶
9,3021500,356337,里紙,稲,A-7-1,60.21,10.11,22.22,None,茶
10,3021500,356279,里紙,とび,A-7-1,59.65,7.03,16.12,None,茶
11,3021500,356261,里紙,栗,A-7-1,47.83,5.75,15.92,None,茶
12,3021500,356139,里紙,きなり,A-7-1,86.56,-0.02,17.93,None,茶
13,3021500,356188,里紙,古染,A-7-1,84.79,1.83,13.25,None,茶
14,3021500,412221,里紙,とき,A-7-1,83.17,6.66,6.74,None,ピンク
15,3021500,356170,里紙,桜,A-7-1,83.18,8.84,9.46,None,ピンク
16,3021500,412148,里紙,絹,A-7-1,81.04,2.96,4.12,None,ピンク
17,3021500,412163,里紙,きり,A-7-1,83.16,-3.22,4.78,None,グレー
18,3021500,412213,里紙,せいじ,A-7-1,86.62,-5.2,10.12,None,緑
19,3021500,412114,里紙,うぐいす,A-7-1,79.77,-8.81,14.53,None,緑
20,3021500,412270,里紙,わさび,A-7-1,80.54,-5.65,28.31,None,緑
21,3021500,412155,里紙,きび,A-7-1,83.47,-3.49,17.48,None,緑
22,3021500,356253,里紙,からし,A-7-1,73.97,4.92,38.46,None,黄色
23,3021500,412106,里紙,あんず,A-7-1,68,18.72,18.55,None,茶
24,3021500,356220,里紙,梅,A-7-1,69.27,17.81,2.81,None,ピンク
25,3021500,412262,里紙,りんどう,A-7-1,60.81,5.88,0.4,None,紫
26,3021500,412098,里紙,あじさい,A-7-1,66.8,-0.91,-6.14,None,青
27,3021500,412197,里紙,しょうぶ,A-7-1,59.12,-0.21,-7.56,None,紫
28,3021500,412080,里紙,あさぎ,A-7-1,74.58,-8.49,-5.43,None,青
29,3021500,356246,里紙,水,A-7-1,68.12,-12.04,-0.29,None,青
30,3021500,412247,里紙,やなぎ,A-7-1,76.23,-14.32,1.85,None,青
31,3021500,412171,里紙,しだ,A-7-1,65.43,-7.28,14.06,None,緑
32,3021500,356386,里紙,わら,A-7-1,67.13,-0.73,26.55,None,緑
33,3021500,412254,里紙,山吹,A-7-1,80.82,7.67,52,None,黄色
34,3021500,356212,里紙,びわ,A-7-1,65.73,14.78,27.35,None,茶
35,3021500,356311,里紙,柿,A-7-1,52.75,28.73,20.2,None,赤
36,3021500,412239,里紙,もみじ,A-7-1,54.8,25.62,5.61,None,ピンク
37,3021500,412130,里紙,ききょう,A-7-1,58.1,14.04,-3.19,None,紫
38,3021500,356394,里紙,つゆ,A-7-1,62.73,-7.3,-11.35,None,青
39,3021500,356352,里紙,うすあい,A-7-1,63.42,-11.58,-12.52,None,青
40,3021500,356402,里紙,竹,A-7-1,63.88,-15.17,13.65,None,緑
41,3021500,356410,里紙,うり,A-7-1,67.92,-5.19,32.9,None,緑
42,3021500,356238,里紙,なのはな,A-7-1,83.67,-2.27,43.6,None,黄色
43,3021500,412122,里紙,うこん,A-7-1,65.63,6.35,37.43,None,茶
44,3021500,356329,里紙,枯葉,A-7-1,51.02,12.18,18.07,None,茶
45,3021500,356303,里紙,あずき,A-7-1,43.04,23.69,6.51,None,茶
46,3021500,356295,里紙,あやめ,A-7-1,44.94,9.28,-9.51,None,紫
47,3021500,356345,里紙,紺,A-7-1,52.79,-13.75,1.8,None,青
48,3021500,412205,里紙,すぎ,A-7-1,45.83,-6,-14.41,None,青
49,3021500,356360,里紙,松,A-7-1,56.02,-9.24,9.13,None,緑
50,3021500,356378,里紙,すすき,A-7-1,56.02,0.01,18.46,None,緑
1,,516708,ファーストヴィンテージ,ベージュ,A-7-2,85.26,2.03,16.36,None,茶
2,3009500,516906,ファーストヴィンテージ,リネン,A-7-2,82.21,3.79,21.19,None,茶
3,3009500,516807,ファーストヴィンテージ,アッシュ,A-7-2,78.85,-0.49,12.31,None,グレー
4,,493791,ファーストヴィンテージ,オーク,A-7-2,74.57,3.64,21.33,None,茶
5,3009500,493817,ファーストヴィンテージ,カシミヤ,A-7-2,70.75,2.71,17.44,None,茶
6,3009500,493783,ファーストヴィンテージ,イエローオーカー,A-7-2,71.07,10.39,39.34,None,オレンジ
7,3009500,493833,ファーストヴィンテージ,スカーレット,A-7-2,62.2,28.17,17.6,None,ピンク
8,3009500,493858,ファーストヴィンテージ,ブルーグレー,A-7-2,61.57,-2.55,2.38,None,青
9,,493841,ファーストヴィンテージ,ターコイズ,A-7-2,64.55,-15.14,6.69,None,緑
10,3009500,493775,ファーストヴィンテージ,アップルグリーン,A-7-2,67.73,-5.47,27.9,None,緑
1,3210600,560284,ビオトープGA-FS,コットンホワイト,A-7-3,91.5,0.12,8.2,None,ナチュラル
2,3210600,560300,ビオトープGA-FS,ナチュラルホワイト,A-7-3,84.55,0.86,14.33,None,茶
3,3210600,560292,ビオトープGA-FS,ストーングレー,A-7-3,75.77,-0.23,5.72,None,グレー
4,3210600,560334,ビオトープGA-FS,ポルトブラック,A-7-3,25.94,-0.43,-0.52,None,黒
5,3210600,560268,ビオトープGA-FS,イエローオーカー,A-7-3,56.31,7.45,33.4,None,茶
6,3210600,560243,ビオトープGA-FS,アースブラウン,A-7-3,43.12,12.82,17.77,None,茶
7,3210600,560409,ビオトープGA-FS,マロン,A-7-3,32.48,7.44,10,None,茶
8,3210600,560383,ビオトープGA-FS,ダークブラウン,A-7-3,26.95,3.63,3.85,None,茶
9,3210600,560375,ビオトープGA-FS,アプリコット,A-7-3,57.67,42.94,45.99,None,オレンジ
10,3210600,560250,ビオトープGA-FS,アンバーレッド,A-7-3,46.84,29.75,19.9,None,赤
11,3210600,560326,ビオトープGA-FS,ベリーレッド,A-7-3,35.45,31.67,16.98,None,赤
12,3210600,560367,ビオトープGA-FS,ワインレッド,A-7-3,31.68,11.22,7.43,None,茶
13,3210600,560276,ビオトープGA-FS,カカオビーンズ,A-7-3,32.8,6.15,3.28,None,茶
14,3210600,560417,ビオトープGA-FS,ミッドナイトブルー,A-7-3,26.18,1.78,-5.14,None,青
15,3210600,560391,ビオトープGA-FS,ネイビーブルー,A-7-3,29.64,-0.76,-9.48,None,青
16,3210600,560342,ビオトープGA-FS,マゼランブルー,A-7-3,39.13,2.31,-25.96,None,青
17,3210600,560318,ビオトープGA-FS,フォレストグリーン,A-7-3,33.96,-10.17,5.81,None,緑
18,3210600,560359,ビオトープGA-FS,モスグリーン,A-7-3,39.21,-2.54,12.9,None,緑
1,3706100,599043,グムンドカラーマット-FS,№50,A-8,95.44,5.08,-17.23,None,紫
2,3706100,599035,グムンドカラーマット-FS,№49,A-8,96.2,1.65,-1.6,None,高白色
3,3706100,598821,グムンドカラーマット-FS,№07,A-8,95.32,0.46,9.58,None,白
4,3706100,599027,グムンドカラーマット-FS,№46,A-8,93.07,2.61,17.24,None,オレンジ
5,3706100,598912,グムンドカラーマット-FS,№27,A-8,81.98,2.51,21.61,None,茶
6,3706100,598854,グムンドカラーマット-FS,№12,A-8,61.71,7.72,21.4,None,茶
7,3706100,599118,グムンドカラーマット-FS,№99,A-8,96.13,3.35,-15.03,None,高白色
8,3706100,599019,グムンドカラーマット-FS,№45,A-8,81.39,-1.47,2.98,None,グレー
9,3706100,598904,グムンドカラーマット-FS,№25,A-8,79.51,-0.68,8.75,None,グレー
10,3706100,598888,グムンドカラーマット-FS,№21,A-8,65.74,-2.13,3.53,None,グレー
11,3706100,599076,グムンドカラーマット-FS,№57,A-8,44.6,-0.89,3.56,None,グレー
12,3706100,598839,グムンドカラーマット-FS,№10,A-8,25.6,2.05,-1.52,None,黒
13,3706100,598714,グムンドカラーマット-FS,№71,A-8,92.36,4.48,1.05,None,ピンク
14,3706100,598730,グムンドカラーマット-FS,№84,A-8,86.36,2.61,7.32,None,茶
15,3706100,599126,グムンドカラーマット-FS,№85,A-8,78.87,2.71,4.77,None,グレー
16,3706100,598896,グムンドカラーマット-FS,№23,A-8,69.7,1.06,4.48,None,グレー
17,3706100,599175,グムンドカラーマット-FS,№93,A-8,52.69,0.67,0.57,None,グレー
18,3706100,599134,グムンドカラーマット-FS,№87,A-8,29.02,1.78,1.27,None,黒
19,3706100,598722,グムンドカラーマット-FS,№72,A-8,91.11,1.42,-2.07,None,グレー
20,3706100,598706,グムンドカラーマット-FS,№62,A-8,88.33,-2.9,-8.34,None,青
21,3706100,599001,グムンドカラーマット-FS,№44,A-8,67.36,0.76,-12.63,None,紫
22,3706100,598862,グムンドカラーマット-FS,№14,A-8,48.01,-3.84,-9.44,None,青
23,3706100,599084,グムンドカラーマット-FS,№59,A-8,30.47,1.36,-13.79,None,青
24,3706100,599159,グムンドカラーマット-FS,№89,A-8,26.82,-0.24,-7.18,None,青
25,3706100,598789,グムンドカラーマット-FS,№01,A-8,77.53,-7.66,-6.42,None,青
26,3706100,598953,グムンドカラーマット-FS,№34,A-8,56.45,-26.24,-30.45,None,青
27,3706100,599068,グムンドカラーマット-FS,№55,A-8,40.71,0.71,-33.39,None,青
28,3706100,598755,グムンドカラーマット-FS,№90,A-8,52.93,-24.85,-13.98,None,青
29,3706100,599167,グムンドカラーマット-FS,№91,A-8,38.45,-13.6,-9.09,None,青
30,3706100,599092,グムンドカラーマット-FS,№60,A-8,30.35,-3.49,0.43,None,緑
31,3706100,598847,グムンドカラーマット-FS,№11,A-8,86.24,16.1,6.95,None,ピンク
32,3706100,598979,グムンドカラーマット-FS,№36,A-8,54.54,47.13,-11.4,None,ピンク
33,3706100,598763,グムンドカラーマット-FS,№92,A-8,51.33,53.91,32.26,None,赤
34,3706100,599050,グムンドカラーマット-FS,№54,A-8,42.55,45.14,16.95,None,赤
35,3706100,598805,グムンドカラーマット-FS,№04,A-8,38.49,16.25,2.09,None,紫
36,3706100,599100,グムンドカラーマット-FS,№63,A-8,30.64,8.8,-10.83,None,紫
37,3706100,598938,グムンドカラーマット-FS,№31,A-8,86.75,5.71,69.88,None,黄色
38,3706100,598771,グムンドカラーマット-FS,№94,A-8,75.2,25.92,69.75,None,オレンジ
39,3706100,598961,グムンドカラーマット-FS,№35,A-8,61.89,36.51,47.79,None,オレンジ
40,3706100,598995,グムンドカラーマット-FS,№38,A-8,43.34,15.56,17.14,None,茶
41,3706100,598813,グムンドカラーマット-FS,№06,A-8,50.53,3.28,16.92,None,茶
42,3706100,598987,グムンドカラーマット-FS,№37,A-8,33.69,4.21,4.64,None,茶
43,3706100,598748,グムンドカラーマット-FS,№86,A-8,91.62,-17.99,52.84,None,緑
44,3706100,598946,グムンドカラーマット-FS,№32,A-8,76.31,-26.91,48.82,None,緑
45,3706100,598920,グムンドカラーマット-FS,№28,A-8,70.67,-2.23,50.1,None,緑
46,3706100,598797,グムンドカラーマット-FS,№03,A-8,67.93,-11.75,23.36,None,緑
